    9015 COc1ccc(C2O[C@@H]3[C@H](O2)C2=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccco4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]4[C@@]3(C)[C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C2(C)C)cc1
    9041 CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)[C@@H]3OC(C)(C)O[C@@H]3C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccco4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
    9097 CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
    9098 C=CC1O[C@@H]2[C@H](O1)C1=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccco3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@H]3[C@@]2(C)[C@@H](O)C[C@H]2OC[C@]23OC(C)=O)C1(C)C
    9534 C/C=C(\NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)O
    9535 C/C=C(\NC(=O)CC1CC2CCC1C2)C(=O)O
    9540 C/C=C(\NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)O
    9861 O=[N+]([O-])c1ccc(-c2ccc(COCCN3C4CCC3CC(OC(c3ccc(F)cc3)c3ccc(F)cc3)C4)cc2)cc1
    9868 Fc1ccc(CN2C3CCC2CC(OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)cc1
    9869 Fc1ccc(C(OC2CC3CCC(C2)N3C/C=C/c2ccccc2)c2ccc(F)cc2)cc1
    9909 Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccccc2)c2ccc(F)cc2)cc1
    9918 Fc1ccc(CCCN2C3CCC2CC(OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)cc1
    9921 CCCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
    9958 Fc1ccc(C(OC2CC3CCC(C2)N3CC2CC2)c2ccc(F)cc2)cc1
   10007 C=CCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
   10014 Fc1ccc(C(OC2CC3CCC(C2)N3Cc2cccc3ccccc23)c2ccc(F)cc2)cc1
   10060 Fc1ccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1
   10125 Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccc(Cl)c(Cl)c2)c2ccc(F)cc2)cc1
   10148 Fc1ccc(C(OC2CC3CCC(C2)N3)c2ccc(F)cc2)cc1
   10158 C=CCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
   10180 CC(C)[C@H](N)CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
   10229 CC(C)[C@@H](N)CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
   11429 O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)C1CCCC1
   10523 CC12CC3(C)CC(C)(C1)CC(NC(=O)N(CCCl)N=O)(C2)C3
   10566 O=NN(CCCl)C(=O)NC12CC3CC(CC(C3)C1)C2
   10567 O=NN(CCCl)C(=O)NC1CC2CCC1C2
   10613 CCCCC[C@H](O)/C=C/C1[C@@H]2C[C@@H](O)[C@H]1C/C=C\CCCC(=O)O2
   10678 CCCCC[C@](C)(O)/C=C/C1[C@@H]2C[C@@H](O)[C@H]1C/C=C\CCCC(=O)O2
   10682 C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
   10824 O=NN(CCCl)C(=O)NC1C2CC3CC(C2)CC1C3
   10920 O=NN(CCF)C(=O)NC1CC2CCC1C2
   10936 O=NN(CCF)C(=O)NC1C2CC3CC(C2)CC1C3
