 1446274 '4FK6:1.0'
 1590959 '1GAC:1.0,', '1SHO:1.0,', '1FVM:1.0,', '5M2K:1.0,', '5M2H:1.0,', '7C4U:1.0,', '7C4V:1.0,', '1C0Q:1.0,', '1AA5:1.0,', '1C0R:1.0'
 1614495 '4I91:1.0,', '1MPW:1.0,', '4ZV8:1.0,', '5UFG:0.6435643434524536,', '5UEC:0.6435643434524536'
 1820220 '4Q9Z:0.90625'
 1827261 '4UZH:1.0'
 1827304 '4UZD:1.0'
 1827305 '4UZD:1.0'
 1843690 '4RFM:1.0'
 1926986 '5NXC:1.0'
 2007020 '5KPM:0.9636363387107849'
 2016388 '1U59:0.9814814925193787,', '2Z7R:0.9814814925193787,', '4EZ7:0.9814814925193787,', '5EZV:0.9814814925193787,', '2BUJ:0.9814814925193787,', '7NVQ:0.9814814925193787,', '1BYG:0.9814814925193787,', '4U97:0.9814814925193787,', '1NXK:0.9814814925193787,', '3ZEW:0.9814814925193787'
 2040748 '5VO1:1.0'
 2041009 '5VO1:0.9814814925193787'
 2041577 '6RXB:1.0,', '6RBM:1.0,', '3AOD:1.0,', '4U8Y:1.0,', '4A99:1.0,', '4DX5:1.0,', '2XPV:1.0,', '6ZO8:1.0,', '2DRD:1.0,', '6ZO6:1.0'
 2107973 '4R5Y:0.9215686321258545'
 2109012 '6X3O:0.6988304257392883,', '6X3P:0.6887608170509338'
 2110961 '4R5Y:1.0'
 2122934 '7S49:0.9230769276618958'
 2131583 '6X3O:0.9107142686843872,', '6X3P:0.9107142686843872'
 2132196 '4R5Y:0.6370967626571655'
 2162427 '6X3N:1.0'
 2164772 '4R5Y:0.9215686321258545'
 2185005 '1U59:0.9821428656578064,', '2Z7R:0.9821428656578064,', '4EZ7:0.9821428656578064,', '5EZV:0.9821428656578064,', '2BUJ:0.9821428656578064,', '7NVQ:0.9821428656578064,', '1BYG:0.9821428656578064,', '4U97:0.9821428656578064,', '1NXK:0.9821428656578064,', '3ZEW:0.9821428656578064'
 2195450 '6EIP:1.0'
 2215141 '5TTU:0.9166666865348816'
 2215739 '4QMV:1.0,', '5VD2:1.0,', '6QAS:1.0'
 2218133 '5K7G:1.0,', '5K7I:1.0'
 2242412 '5K7G:1.0,', '5K7I:1.0'
 2243411 '4DFN:1.0'
 2246329 '6X3O:0.9107142686843872,', '6X3P:0.9107142686843872'
 2247130 '6X3P:1.0'
 2249451 '4R5Y:1.0'
 2250344 '6X3O:0.9482758641242981,', '6X3P:0.9482758641242981'
 2250821 '4R5Y:1.0'
 2251378 '6X3O:0.7333333492279053,', '6X3P:0.7228571176528931'
 2251799 '6X3O:0.9107142686843872,', '6X3P:0.9107142686843872'
 2252202 '6X3O:0.6988304257392883,', '6X3P:0.6887608170509338'
 2253223 '6X3N:1.0'
 2254280 '6X3O:1.0'
 2258221 '5VO1:0.9454545378684998'
 2261649 '5VO1:0.9285714030265808'
 2285670 '4R5Y:1.0'
 2287308 '4R5Y:1.0'
 2328465 '4QMV:1.0,', '5VD2:1.0,', '6QAS:1.0'
 2335615 '6P5P:1.0'
 2345343 '5KPL:1.0,', '5T31:1.0'
 2360615 '6UL8:1.0'
 2398255 '6UL8:1.0'
 2407573 '6H12:0.6347150206565857'
 2420086 '6W0Z:1.0'
 2421994 '6UL8:0.8112449645996094'
 2430364 '6H14:1.0'
 2442649 '6P5P:1.0'
 2470729 '6Y7W:1.0'
 2471225 '6Y81:1.0'
 2471663 '6VNX:1.0'
 2471892 '6W8L:1.0,', '6VNY:1.0,', '6VNS:0.9850746393203735,', '6VNV:0.9850746393203735'
 2477539 '6W8L:1.0,', '6VNY:1.0,', '6VNS:0.9850746393203735,', '6VNV:0.9850746393203735'
 2482721 '6Y85:1.0'
