 1950519 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1950525 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1950524 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1950526 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1950527 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1950528 391.28 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1956761 1356.52 |Tyrosine-protein kinase JAK3| Tyrosine-protein kinase TYK2 IC50
 1959794 50.56 |PI3-kinase p110-alpha subunit| PI3-kinase p110-beta subunit IC50
 1960381 1250.00 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1960388 1250.00 |PI3-kinase p110-alpha subunit| PI3-kinase p110-gamma subunit IC50
 1960541 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960537 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960536 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960538 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960539 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960540 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960613 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960612 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1960611 1000.00 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 1983960 1.94 |Cyclin-dependent kinase 1| Cyclin-dependent kinase 5 IC50
 1987947 149.25 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase TYK2 IC50
 1991737 149.25 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase TYK2 IC50
 1992930 129.55 |Serine/threonine-protein kinase pim-3| Serine/threonine-protein kinase PIM2 IC50
 1996672 3.67 |Aurora kinase B/Inner centromere protein| Serine/threonine-protein kinase Aurora-A IC50
 2007020 2307.69 |Glycogen synthase kinase-3 alpha| Casein kinase I epsilon IC50
 2007022 138.46 |Glycogen synthase kinase-3 alpha| Cyclin-dependent kinase 5 IC50
 2018372 13157.89 |Serine/threonine-protein kinase Aurora-B| Ribosomal protein S6 kinase 1 IC50
 2024794 882.35 |Cyclin-dependent kinase 4| Cyclin-dependent kinase 1 IC50
 2024795 882.35 |Cyclin-dependent kinase 4| Cyclin-dependent kinase 1 IC50
 2024837 882.35 |Cyclin-dependent kinase 4| Cyclin-dependent kinase 1 IC50
 2024874 882.35 |Cyclin-dependent kinase 4| Cyclin-dependent kinase 1 IC50
 2024898 1.00 |Cyclin-dependent kinase 1| Cyclin-dependent kinase 4 IC50
 2024899 1.00 |Cyclin-dependent kinase 4| Cyclin-dependent kinase 1 IC50
 2041003 22.32 |Tyrosine-protein kinase receptor UFO| Mitogen-activated protein kinase kinase kinase 11 IC50
 2041016 77.52 |Mitogen-activated protein kinase kinase kinase 12| Mitogen-activated protein kinase kinase kinase 11 IC50
 2077594 1111.11 |Rho-associated protein kinase 2| MAP kinase-activated protein kinase 5 IC50
 2079169 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079170 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079171 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079198 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079199 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079200 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079201 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079203 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079202 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079204 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079205 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079206 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079207 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079208 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079217 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079209 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079210 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079211 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079212 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079213 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079214 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079215 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079216 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079219 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2079218 142.86 |Cyclin-dependent kinase 5/CDK5 activator 1| Dual-specificity tyrosine-phosphorylation regulated kinase 1A IC50
 2100310 384.39 |Serine/threonine-protein kinase mTOR| PI3-kinase p85-alpha subunit IC50
 2102853 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2104104 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2106386 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2106762 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2108364 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2108759 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2108958 6.09 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase JAK3 IC50
 2109534 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2110810 10.00 |PI3-kinase p110-delta subunit| PI3-kinase p110-gamma subunit IC50
 2111355 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2111802 6.09 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase JAK3 IC50
 2113443 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2113904 149.25 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase TYK2 IC50
 2114232 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2116729 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2116828 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2117109 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2117718 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2118264 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2118573 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2118972 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2119381 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2121397 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2121976 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2122799 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2123223 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2123695 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2125459 384.39 |Serine/threonine-protein kinase mTOR| PI3-kinase p85-alpha subunit IC50
 2125790 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2126444 51.29 |Tyrosine-protein kinase TYK2| Tyrosine-protein kinase JAK3 IC50
 2128301 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2128983 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2129226 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2131040 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2133726 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2134435 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2136137 6.09 |Tyrosine-protein kinase JAK1| Tyrosine-protein kinase JAK3 IC50
 2136801 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2137516 74.62 |Protein kinase C alpha| Glycogen synthase kinase-3 beta IC50
 2138126 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2138227 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2139303 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2140161 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2140433 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2141040 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2141565 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2142665 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2143333 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2145750 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2146175 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2146488 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2148324 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2149375 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2150639 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2151210 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2151693 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2152372 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2153064 5.22 |Serine/threonine-protein kinase Aurora-B| Tyrosine-protein kinase JAK1 IC50
 2153246 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2153731 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2154083 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2154246 5.22 |Serine/threonine-protein kinase Aurora-B| Tyrosine-protein kinase JAK1 IC50
 2154249 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2154494 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2155399 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2158149 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2159768 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2160427 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2161128 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2161505 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2165357 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2165694 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2166814 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2167934 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2168767 13173.91 |PI3-kinase p110-alpha subunit| PI3-kinase p110-delta subunit IC50
 2171861 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2177397 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
 2177902 118.49 |Serine/threonine-protein kinase mTOR| DNA-dependent protein kinase IC50
