       name   counts  mean sigma    1%   25%   50%   75%   99%
  chembl_ac  2084723 0.345 0.211 0.000 0.188 0.320 0.471 0.944 
  chembl_ki   118516 0.274 0.162 0.000 0.154 0.267 0.375 0.704
   pkidb_ki      304 0.297 0.135 0.040 0.192 0.286 0.392 0.599
approved_ki       99 0.298 0.124 0.045 0.200 0.276 0.383 0.572
